txt,label
ขอแผนที่จุดบริการรถรับส่งนักเรียนครับ,2
รถรับส่งจอดหน้าหมู่บ้านไหม,2
รถรับส่งจอดหน้าห้างไหม,2
รถรับส่งจอดตามรถประจำทางไหม,2
รสบัสจอดตามรถประจำทางไหม,2
รถบัสมารับถึงหน้าบ้านเลยมั้ยคะ,2
รถตู้มารับส่งถึงหน้าบ้านเลยมั้ยคะ,2
รถรับส่งมารอรับหน้าบ้านหรือต้องรอตามจุดครับ,2
ปกติรถโรงเรียนวิ่งกี่สายครับ,2
รถบัสจอดรับกี่จุดหรอคะ,2
รถโรงเรียนมีทั้งหมดกี่คัน,2
สามารถปั่นจักนยานไปเรียนได้มั้ย,2
รถจักรยานจอดได้ที่ไหนบ้าง,2
มีจุดรับฝากรถจักรยานไหม,2
ขอแผนที่โรงเรียน,2
ขอแผนผังอาคารเรียน,2
อาหารเที่ยงมีอะไรบ้างคะ,2
อยากได้ตารางอาหารแต่ละวัน,2
เมนูอาหารของเด็ก,2
ภาพเมนูอาหาร,2
อยากดูภาพอาหาร,2
โรงอาหารจัดอาหารอะไรให้บ้าง,2
วันนี้มีเมนูอะไรคะ,2
ตอนพักเบรกมีอาหารว่างมั้ยคะ,2
มีอาหารว่างให้เด็กๆทานมั้ยเอ่ย,2
อาหารว่างเป็นอะไรคะวันนี้,2
อาหารว่างมีอะไรบ้างครับ,2
นักเรียนได้อาหารว่างคนละกี่ชิ้น,2
อยากได้ตารางอาหารว่าง,2
โรงเรียนทำอาหารเองหรือป่าว,2
โรงเรียนให้นักเรียนทานอาหารอย่างไร,2
ถ้าลูกทานแล้วไม่อิ่มสามารถเติมได้ไหม,2
นักเรียนนั่งทานอาหารเป็นโต๊ะแบบไหน,2
ลูกทานอาหารร่วมกับเพื่อนกี่คน,2
มีการใช้ช้อนกลางในการตักอาหารมั้ย,2
อาหารของโรงเรียนสะอาดมั้ย,2
อาหารโรงเรียนมีโปรตีนเพียงพอมั้ยครับ,2
มีร้านอาหารอื่นๆที่ลูกสามารถไปซื้อได้มั้ยครับ,2
อาหารว่างเป็นผลไม้หรือว่าขนมครับ,2
อาหารแต่ละมื้อมีอไรบ้างครับ,2
หลังจากกินอาหารโรงเรียนมีผลไม้ให้เด็กไหมคะ,2
ผลไม้แต่ละวันสับเปลี่ยนบ้างไหมคะ,2
ผลไม้ที่ให้นักเรียนสดมั้ยคะหรือว่าค้างคืน,2
นักเรียนทานไม่หมดมีมาตรการยังไงบ้าง,2
ลูกสามารถเอาอาหารไปกินเองได้ไหม,2
สามารถเอาอาหารไปทานเองได้ไหมครับ,2
รายการอาหารของพรุ่งนี้,2
อาหารมีอะไรบ้าง,2
เมนูอาหารสัปดาห์นี้,2
เมนูอาหารเดือนนี้,2
ตารางอาหารของเดือนนี้,2
อาหารของโรงเรียนมีอะไรบ้าง,2
มีคุณครูคอยตักอาหารให้ไหมครับ,2
เด็กต้องไปตักอาหารเองไหมคะ,2
เมื่อวานลูกบอกว่าอยากกินก๋วยเตี๋ยวจะมีมาวันไหนคะ,2
ลูกอยากทานข้าวผัดจะมีมั้ยคะ,2
อาทิตย์หน้าจะมีไข่เจียวมั้ยครับ,2
เมนูไก่ทอดจะมาอาทิตย์ไหนครับ,2
ปกติมีนํ้าให้ด้วยมั้ยครับเวลาทานอาหาร,2
มีเมนูนํ้าอะไรให้บ้างครับเวลาทานอาหาร,2
อิสลามสามารถร่วมโต๊ะด้วยได้ไหม,2
มีอาหารสำหรับนักเรียนอิสลามมั้ยครับ,2
มีโต๊ะสำหรับอิสลามไหม,2
นักเรียนอิสลามนั่งตรงไหนหรอครับ,2
โรงเรียนมีเมนูไก่สำหรับอิสลามไหม,2
ลูกแพ้อาหารโรงเรียนมีอาหารแยกมั้ยคะ,2
ลูกแพ้อาหารพวกไข่ต้องแจ้งที่ไหน,2
ลูกแพ้อาหารทะเลมีอาหารอื่นทดแทนไหม,2
สำหรับเด็กที่แพ้อาหารแจ้งได้ที่ไหนบ้าง,2
แพ้พวกนมมีเมนูอื่นทดแทนไหมครับ,2
ลูกแพ้ไข่ดาว ไข่เจียว ไข่ตุ๋นแจ้งได้ที่ไหนบ้าง,2
แพ้อาหารทะเลสามารถแจ้งได้ที่ไหนบ้าง,2
แพ้อาหารแจ้งที่แม่ครัวได้ไหม,2
แพ้อาหารแจ้งไว้ที่คุณครูท่านไหน,2
เด็กอยากทานมักโรนีไก่สามารถแจ้งได้มั้ยคะ,2
เดือนหน้้ามีเมนูอาหารอะไรบ้างหรอคะ,2
ปกติแล้วมีการจัดเมนูอาหารกันอย่างไรคะสามารถดูได้ที่ไหน,2
มีเมนูอาหารสำหรับนักเรียนอิสลามโดยเฉพาะไหม,2
อาหารฮาลาลไหม,2
อาหารถูกตามหลักฮาลาลหรือไม่,2
โรงเรียนมีการทำความสะอาดพวกจานชามอย่างไรบ้าง,2
มีการฆ่าเชื้อโดยการนำภาชนะแช่นำ้ร้อนไหมคะ,2
โรงเรียนล้างช้อนส้มทุกวันไหมคะ,2
ล้างช้อนส้อมโดยนำ้ร้อนหรือป่าว,2
จานชามล้างสะอาดมั้ยคะ,2
มีการใช้ช้อนกลางหรือทัพพีในการตักอาหารมั้ยคะ,2
อาหารมีรสชาติจัดไหมคะพอดีลูกทานเผ็ดไม่ได้,2
อาหารเค็มมากไหมคะ,2
รสชาติอาหารของโรงเรียนเป็นอย่างไรบ้างคะ,2
ปกติแล้้วใครเป็นคนคุมคุณภาพอาหารของโรงเรียนหรอคะ,2
อยากได้รูปหน้าตาอาหารของโรงเรียนค่ะ,2
อาหารมีการจัดเตรียมนานมั้ยคะก่อนที่เด็กจะลงมาทาน,2
อาหารปรุงร้อนมั้ยคะหรือว่าทำไว้ก่อน,2
อาหารกลางวันซื้อมาหรือว่าทำเองคะ,2
อาหารกลางวันแม่ครัวเป็นคนทำเองเลยมั้ยคะ,2
ลูกอยากทานบะหมี่ค่ะอาทิตย์หน้ามีมั้ย,2
มีผลไม้อะไรหลังอาหารบ้าง,2
มีแจกนมกล่องหลังอาหารหรือเวลาว่างมั้ยครับ,2
มีผัดไทมั้ยครับวันนี้,2
เมนูอาหารของพรุ่งนี้มีอะไรบ้าง,2
กับข้าววันนี้เป็นอะไรบ้างคะ,2
มีแกงมั้ยคะในเมนูอาหาร,2
มีแกงในเมนูมั้ย,2
ลูกอยากทานข้าวผัดวันนี้มีไหมครับ,2
สามารถพกช้อนส้อมไปใช้เองส่วนตัวได้มั้ยคับ,2
สามารถพกจานไปใช้ส่วนตัวได้ไหม,2
อาหารมีรสชาติเป็นอย่างไรบ้างคะ,2
 สวัสดีค่ะ ไม่ทราบว่าทางโรงเรียนจะมีขายชุดนักเรียนวันไหนหรอคะ,2
"ตอนนี้ที่สหกรณ์โรงเรียนมีขายไหมครับ หรือต้องไปซื้อจากข้างนอก พอดีวันที่ซื้อชุดนักเรียนไม่ได้ซื้อเอาไว้ครับ 
เเล้วราคาท่าไหร่ครับ",2
ชุดนักเรียน จะเปิดขายเมื่อไหร่ครับ กลัวว่าถ้าโรงเรียนเปิด 14 มิถุนา แล้วน้องจะไม่มีชุด (ชุดเดิมใส่ไม่ได้แล้ว),2
พวกสมุด ชุดลูกเสือ ชื้อพรุ่งนี้ได้ไหมคะ,2
นักเรียนที่ขึ้นชั้นประถม 4 เปลี่ยนเครื่องแบบใช่ไหมคะ แล้วสามารถซื้อชุดได้วันไหนค่ะ,2
สามารถไปซื้อชุดได้วันไหนคะ,2
ชุดนักเรียนชั้น ม.4 ซื้อได้วันไหนค่ะ,2
วันที่17ขายชุดนักเรียนไหมครับ,2
เริ่มจำหน่ายชุดนักเรียนวันไหนค่ะ จะส่งปักด้วยค่ะ ขอบคุณค่ะ,2
ชุดอนุบาลราคาเท่าไหร่คะ,2
วันที่17พค.​คือให้ซื้อหนังสือและชุดใช่ไหมคะ​,2
วันที่ 17 ขายชุดนักเรียนไหมครับ,2
ชุดพละราคาเท่าไหร่คะ,2
ติดต่อโรงเรียนได้ช่องทางไหนบ้าง,0
ขอเบอร์โทรของโรงเรียนหน่อยค่ะ,0
เบอร์โทรโรงเรียน,0
โทรหาโรงเรียนได้ที่ไหนบ้าง,0
อยากทราบช่องทางการติดต่อต่างๆของโรงเรียน,0
โทรหาทางโรงเรียนได้ช่วงเวลาไหนบ้าง,0
ติดต่อช่องทางไหนได้บ้าง,0
อยากติดต่อโรงเรียน,0
ติดต่อโรงเรียนหน่อยค่ะ,0
ติดต่อได้ที่ไหนบ้าง,0
ติดต่อได้วันไหนบ้าง,0
ติดต่อได้ที่ี่ช่องทางไหนเพิ่มเติมได้บ้างครับ,0
ติอต่อทางโรงเรียนช่วงเวลาไหน,0
เวลานี้มาสามารถติดต่อได้ไหม,0
ติดต่อได้ไหมครับตอนนี้,0
ขอเบอติดต่อของโรงเรียน,0
ขอเบอติดต่อหน่อยครับ,0
อยากโทรหาโรงเรียนครับเรื่องลูก,0
อยากติดต่อโรงเรียนเรื่องลูกค่ะ,0
อยากทราบเบอร์ติดต่อของโรงเรียนค่ะ,0
อยากทราบเบอร์ติดต่อของอาจารย์ท่านหนึ่งค่ะ,0
อยากได้เบอร์โทรหาโรงเรียนค่ะ,0
ช่องทางเบอร์โทรสามารถติดต่อได้เวลาไหนบ้าง,0
เวลานี้สามารถติดต่อโรงเรียนได้ไหม,0
โรงเรียนเปิดทำการกี่โมงหรอคะ,3
ขอไลน์ภาค EP หน่อยค่ะ,1
ขอเบอร์ติดต่อแผนก english program หน่อยได้ไหมคะ,1
มีช่องทางไลน์ให้ติดต่อมั้ยคะภาค EP,1
มอบใบประกาศการแข่งขัน CPWEP เมื่อไหร่คะ,1
สอนเสริมวันเสาร์โครงการ EP  ช่วงไหน ช่วงบ่ายหรือเช้าคะ,1
กิจกรรมรับฟังแนะนำโครงการ ep จัดขึ้นช่วงไหนครับ,1
ภาค ep มีไลน์ให้ติดต่อมั้ยคับ,1
คลิปประกวดร้องเพลงค่าน้ำนมส่งยังไงคะภาค ep,1
จองวัน - เวลาในการรับฟังการแนะนำ ep ยังไงคะ,1
กิจกรรมรับฟังแนะนำโครงการ ep จัดสถานที่ไหนคะ,1
ขอเบอร์ติดต่อ ep หน่อยค่ะ,1
ขอไลน์ของ EP หน่อยค่ะมีเรื่องติดต่อสอบถามแบบเร่งด่วน,1
จะติดต่อโครงการ EP ได้ยังไงคะ,1
ค่าเทอม อีพีเท่าไหร่คะ,1
อยากทราบค่าเทอมโครงการอีพี,1
อีพีมีการเรียนการสอนยังไงบ้าง,1
ติดต่อแผนกอีพีได้ที่ไหน,1
อีพีรับเด็กอนุบาลไหมครับ,1
โครงการอีพีรับเด็กอนุบาลไหม,1
epรับเด็กประถมไหมครับ,1
อีพีมีเรียนเสริมช่วงไหนบ้างครับ,1
รบกวนขอช่องการติดต่อโครงการอีพี,1
ขอช่องการติดต่อโครงการอีพีหน่อยค่ะ,1
อีพีเรียนที่ไหนคะเรียนรวมกับห้องธรรมดาหรือป่าว,1
epมีอาจารย์จากต่างประเทศมาสอนไหมคะ,1
โครงการอีพีมีอาจารย์จากต่างประเทศมาสอนไหม,1
อีพีสอนเป็นภาษาไทยหรือภาษาอังกฤตครับ,1
โครงการepมีรายละเอียดการสอนอย่างไรบ้าง,1
epมีอาจารย์์จากประเทศไหนบ้างครับ,1
อีพีสามารถให้ลูกพูดภาษาไทยได้ไหมคะ,1
epจำเป็นต้องมีพื้นฐานอะไรบ้างคะ,1
ถ้าลููกไม่มีพื้นฐานด้านภาษาสามารถลงเรียนได้ไหมคะ,1
ไม่มีพื้นฐานทางด้านภาษาอังกฤตสามารถสมัครโครงการepได้ไหม,1
โครงการepต้องมีพื้นฐานไหมคะ,1
โครงการepมีสอบวัดระดับไหม,1
อีพีมีการสอบวัดระดับพื้นฐานไหมคะ,1
อีพีต้องมีการเตรียมตัวอย่างไรบ้าง,1
epต้องเตรียมตัวอย่างไรบ้าง,1
ลูกพูดได้แต่ภาษาไทยสามารถสมครโครงการepได้ไหมคะ,1
อีพีต้องมีพื้นฐานอะไรบ้างคะ,1
ถ้าลูกไม่มีพื้นทางด้านภาษาสามารถสมัครโครงการอีพีได้ไหม,1
epมีสอนภาษาอะไรบ้างคะ,1
อีพีเปิดสมัครชั้นไหนบ้าง,1
มัธยมต้นมีโครงการอีพีไหมคะ,1
epเปิดสมัครชั้นไหนบ้าง,1
อยากทราบแผนการเรียนการสอนของโครงการep,1
แผนการสอนของโครงการอีพีเป็นอย่างไรบ้าง,1
อีพีเลิกเรียนกี่โมงคะ,1
โครงการอีพีมีีเข้าแถวตอนเช้ามั้ยคะ,1
epต้องเข้าแถวตอนเช้ามั้ยคะ,1
อยากดูรูปห้องเรียนของโครงการepค่ะ,1
ห้องเรียนของอีพีเป็นยังไงคะมีเครื่องปรับอากาศไหม,1
โครงการอีพีอัตราส่วนระหว่างนักเรียนกับครูต่อห้องเป็นเท่าไหร่คะ,1
อีพีมีจำนวนนักเรียนกี่คนคะต่อ1ห้อง,1
epมีนักเรียนกี่คนต่อห้องครับ,1
โครงการอีพีมีครูประจำชั้นหรือครูพี่เลี้ยงไหมคะ,1
อีพีมีครูประจำชั้นหรือครูพี่เลี้ยงมั้ยครับ,1
epมีครูประจำชั้นหรือครูพี่เลี้ยงกี่คนครับ,1
โครงการอีพีทีกี่ห้องครับ,1
โครงการอีพีมีกี่ห้องครับแล้วแต่ละห้องมีจำนวนเด็กกี่คน,1
เด็กในแต่ละห้องepมีประมาณกี่คนครับ,1
ห้องในโครงการอีพีมีเครื่องปรับอากาศทุกห้องไหมครับ,1
epมีแอร์ทุกห้องไหม,1
epมีเครื่้องปรับอากาศทุกห้องไหมครับ,1
โครงการepมีเครื่องปรับอากาศทุกห้องไหมครับ,1
อีพีมีแอร์ให้ทุกห้องไหม,1
โครงการอีพีมีกฎระเบียบอย่างไรบ้าง,1
epมีกฎระเบียบอะไรบ้างคะ,1
epต้องเครียมอะไรไปเรียนบ้าง,1
โครงการ อีพี สามารถใช้ไอแพดเรียนได้ไหม,1
epสามารถนำipadไปเรียนได้ไหมครับ,1
อีพีสามารถนำไอแพดเข้าไปเรียนได้ไหมครับ,1
โครงการอีพีสามารถนำแท็ปเลตเข้าไปเรียนได้ไหมครับ,1
epนำtabletเข้าไปเรียนได้ไหมคะ,1
โครงการอีพีสามารถพกอุปกรณ์สื่อสารเข้าห้องเรียนได้ไหมคะ,1
เมื่อไหร่จะมีopen house ของโครงการอีพีคะ,1
จะมีการเปิดบ้านของโครงการอีพีไหมคะ,1
อีพีจะมีการเปิดบ้านเมื่อไหร่คะ,1
อีพีมีการเปิดบ้านไหมคะจะได้พาลูกไปดู,1
epมีการเปิดบ้านไหมคะพอดีลูกสนใจ,1
จะมีการจัดopen house ของโครงการepไหมคะ,1
จะมีการจัดบูธโครงการepไหมคะ,1
พ่อแม่สามารถดูตัวอย่างการเรียนการสอนโครงการepได้ที่ไหนคะ,1
มีตัวอย่างการเรียนการสอนของepไหมคะ,1
 ค่าเทอม EP ของ ม.1 เท่าไหร่คะ,1
ติดต่อโรงเรียนได้เวลาไหนบ้าง,0
ตอนนี้ติดต่อได้ไหม,0
ติดต่อที่เบอร์ไหนคะ,0
อยากติดต่อโรงเรียนค่ะ,0
อยากทราบที่อยู่ของโรงเรียน,0
โรงเรียนตั้งอยู่ไหนคะ,0
ติดต่อช่องทางไลน์ได้ไหม,0
ติอต่อโรงเรียนยังไงได้บ้าง,0
ติอต่อโรงเรียนเบอร์ไหน,0
ติอต่อโรงเรียนยังไง,0
ติดต่อโรงเรียนทีค่ะ,0
อยากได้ช่องทางการติดต่อ,0
ติดต่อโรงเรียนตอนนี้ได้มั้ย,0
โทรหาโรงเรียนได้ที่ี่เบอร์อะไรคะ,0
โทรหาโรงเรียนเวลาไหนได้บ้าง,0
อยากโทรหาโรงเรียนค่ะต้องโทรไปที่เบอร์ไหน,0
อยากโทรหาคูณครูของลูกค่ะ,0
ติดต่อที่ทางเพจได้ไหมคะ,0
ต่อต่อโรงเรียนช่วงเวลานี้ได้ไหม,0
อยากติดต่อโรงเรียนเรื่องลูกครับ,0
ลูกเป็นยังไงบ้างติดต่อโรงเรียนครับ,0
ลูกเป็นยังไงบ้างครับตอนนี้,0
อยากสมัครเป็นครูต้องติดต่อที่ไหนคะ,4
อยากเปิดร้ายขายอาหารในโรงเรียนต้องทำอย่างไรบ้าง,4
จะไปเปิดสหกรณ์ในโรงเรียนต้องทำอย่างไรบ้าว,2
เปิดร้ายอาหารในโรงอาหารได้ไหม,2
อยากสมัครเปิดร้านอาหารในโรงเรียนค่ะ,3
สมัครเป็นครูต้องทำอย่างไรบ้าง,4
สมัครตำแหน่งที่ประกาศครับ,4
ตอนนี้มีตำเเหน่งอะไรเปิดรับบ้างครับ,4
ตำแหน่งที่ว่างอยู่ตอนนี้มีอะไรบ้าง,4
หางานครับเปิดรับสมัครตำแหน่งอะไรบ้าง,4
อยากได้งานในโรงเรียนนี้ครับมีงานอะไรบ้าง,4
จะมีเปิดคัดเลือกร้านอาหารในโรงเรียนเมื่อไหร่คะ,3
ถ้าอยากเข้าไปขายของในโรงเรียนต้องทำยังไงคะ,4
เช่าที่ขายของในโรงเรียนได้ไหม,4
อยากเช่าที่ขายของในโรงเรียน,4
สมัครขายอาหารในโรงเรียนต้องทำอย่างไรบ้าง,4
พอดีเปิดร้านขายอาหารอยู่ถ้าอยากไปเปิดในโรงเรียนด้วยต้องทำยังไง,3
เปิดร้้านขายลูฏชิ้น ไส้กรอกในโรงเรียนได้ไหม,3
อยากเปิดร้้านขายของเล่นในโรงเรียนค่ะค่าเช่าวันละเท่าไหร่,3
สามารถเช่าพื้นที่ในโรงเรียนขายของได้ไหมคะ,3
อยากเช่าพื้นที่ในโรงเรียนขายของตอนเย็นได้ไหม,3
เช่าพื้นเล็กๆที่ภายในโรงเรียนได้ไหม,3
อยากเช่าพื้นที่ขายของตอนเย็น,3
ค่าเช่าพื้นที่ร้านอาหารในโรงเรียนเท่าไหร่คะ,3
อยากเปิดร้านขายนํ้าในโรงเรียนต้องทำอย่างไรบ้าง,3
อยากขายนํ้าหวานในโรงเรียนตอนติดต่อที่ไหนคะ,3
อยากเข้าไปขายอาหารในโรงเรียนต้องติดต่อที่ไหนครับ,3
อยากขายอุปกรณ์เครื่องเขียนในโรงเรียนติดต่อที่ไหนครับ,3
สามารถสมัครเป็นสหกรณ์ขายของในโรงเรียนต้องติดต่อที่ไหน,3
สมัครเป็นสหกรณ์ขายของภายในโรงเรียนติดต่อที่ไหน,3
สมัครเป็นสหกรณ์ขายของภายในโรงเรียนต้องทำอย่างไรบ้าง,3
อยากเปิดร้านขายเครื่องเขียนในโรงเรียนติดต่อที่ไหนคะ,3
เช่าแผงเปิดร้านขายเครื่องเขียนในโรงเรียนได้ไหม,3
เช่าพื้นที่ในโรงเรียนขายอุปกรณ์เครื่องเขียนได้มั้ย,3
สวัสดีครับอยากจัดกิจกรรมภายในโรงเรียนสามารถติดต่อได้ที่ไหน,3
สวัสดีครับจากเนสเล่นะครับ อยากเข้าไปจัดกิจกรรมภายในโรงเรียนต้องสามารถทำได้ไหมครับ,3
สวัสดีครับจากบริษัท ดัชมิลนะครับโรงเรียนสามารถให้เข้าไปจัดกิจกรรมให้เด็กนักเรียนได้ไหมครับ มีค่าใช้จ่ายอย่างไรบ้าง,3
จะจัดกิจกรรมภายในโรงเรียนมีค่าใช้จ่ายอะไรบ้าง,3
อยากจะจัดกิจกรรมในโรงเรียนมีค่าใช้จ่ายอะไรบ้าง,3
จัดกิจกรรมภายในโรงเรียนมีเงื่อนไขอย่างไรบ้าง,3
"ช่วงที่นักเรียนหยุดเรียนโควิด ไม่มีการเรียนการสอน ตั้งแต่วันที่ 28 ธ.ค. 63 ถึง 31 ม.ค.64 ทางโรงเรียนจะดำเนิน
การคืนค่าเทอมให้ผู้ปกครองมั๊ยคะ",4
ข​อ​ง​ ป.1​ ไม่มีคืนค่าเทอมหรือค่ะ,4
ในส่วนของ EP หละคะ คืนค่าเทอมมั๊ย,4
"ทางรร.ไม่คืนค่าเทอมบ้างหรอค่ะ
",4
ป.5 Eng cpw คืนค่าเทอมเท่าไรคะ,4
สอบถามเรื่องคืนค่าเทอมค่ะ,4
"รร.จะคืนค่าอาหารให้ไหมคะ
",4
ค่าอาหารทางโรงเรียนจะคืนค่าอาหารกลางวันที่น้องไม่ได้ทานที่โรงเรียน หรือ ค่าใช้จ่ายบ้างส่วนคืนบ้างเปล่าครับ,4
ทางโรงเรียนจะคืนค่าอาหารเมื่อไหร่คะ,4
คืนค่าอาหารกลางวันด้วยหรือเปล่าคะ,4
ม.1 ไม่มีคืนค่าเทอมหรอคะสรุป,4
EP คืนค่าเทอมมั้ยคะ,4
เตรียมอนุบาล ไม่มีคืนค่าเทอมบ้างหรอคะ,4
ป.4 ปกติ คืนแค่ 500 บาท เองหรอค่ะ รวมหักค่าอาหารหรือยังค่ะ,4
นี่คือลดค่าเทอมแล้วเหรอค่ะ,4
สอบถามค่ะ แผนก English Program ไม่มีการจ่ายค่าเทอมคืนบ้างหรือค่ะ,4
อย่าลืมคืน ค่าสอบ tedet 300 บาท ด้วยนะคะ,4
โรงเรียนน่าจะเคลียร์เรื่องตัวเลขให้มากกว่านี้นะคะ สรุปคือคืนเท่าไหร่คืนยังไงคะ,4
ข​อ​ง​ ป.1​ ไม่มีคืนค่าเทอมหรือค่ะ,4
ค่าอาหารกลางวันเด็กจะมีคืนด้วยหรือไม่ค่ะ,4
อยากทราบว่าค่าอาหารไม่คืนหรอคะ,4
ค่าเรียนภาษาจีน ของอนุบาลมีคืนบ้างมั้ยคะ,4
เตรียมอนุบาลไม่มีรายการคืนค่าเทอมเลยหรอค่ะ,4
ค่าห้องเรียนปรับอากาศของ อ.1 คืนมั้ยค่ะ,4
ค่าอาหารกลางวันไม่คืนหรอคะ,4
คืนค่าเทอมช่องทางไหนคะ,4
อนุบาลคืนเท่าไหร่คะ,4
สอบถามคับ จะคืนค่าเทอมในช่องทางไหนหรอครับ,4
เตรียมอนุบาล ไม่มีคืนบ้างหรอคะ,4
Ep มีคืนมัยคะ,4
จะมีการคืนเงินค่าธรรมเนียมหรือค่าอาหารบางส่วนมั๊ยคะ,4
จะต้องมีการคืน​เงินค่าอาหาร​ด้วยใช่ไหม เพราะทางโรงเรียน​เก็บเงินแบบจำนวนเต็ม​ไป ใช่หรือไม่คะ,4
ค่าอาหารกลางวันไม่เฉลี่ยคืนให้ด้วยหรอคะ ยังไม่รู้เลยว่าจะได้ไปเรียน 100% ตามกำหนดการของโรงเรียนหรือเปล่า,4
เงินคืนค่าเรียนปรับพื้นฐานสรุปว่าทางโรงเรียนจะคืนให้ทางไหน และวันไหนคะ,4
คืนค่าเรียนซัมเมอร์ไหมคะ,4
สอบถามค่ะจะมีการคืนค่าชัมเมอร์ไหมคะ,4
ถ้าจะนำใบเสร็จ​ไปทำเบิกล่ะคะ​ ไปจ่ายที่​ รร.ทีเดียววันที่ 17เลยรึเปล่า​ จะได้ไปจ่ายแล้วได้ใบเสร็จ​เรยรวดเดียวค่ะ,4
ขอใบเสร็จมาเบิกได้เมื่อไรค่ะ,4
ไม่ทราบว่าเริ่มให้รับใบเสร็จได้เมื่อไรคะ,4
จะขอใบเสร๊จไปเบิกต้องทำไงคับ,4
เงินซัมเมอร์ให้เอาใบเสร็จไปรับเงินคืนได้เลยมั้ยคะ,4
ไปชำระค่าเทอมวันที่ 17พ.ค นี้ได้ไหมคะ เพราะต้องการใบเสร็จไปเบิกค่ะ,4
จะเอาใบเสร็จไปเบิกค่าเทอมเทอมที่แล้ว ต้องทำไงค่ะ,4
หาใบเสร็จค่าเรียนปรับพื้นฐานป.1ไม่เจอจะเบิกได้ไหมค่ะ,4
ชำระผ่านโมบายแบงค์กิ้งไปแล้ว จะรับใบเสร็จนี่ต้องไปรับที่ไหนครับ,4
ขอผ่อนค่าเทอมกับโรงเรียนได้ไหมค่ะ,4
เข้าไปจ่ายที่ รร ได้ไหมคะ ต้องเอาเอกสารมาทำเบิกค่ะ,4
รบกวนสอบถามค่ะ เข้าไปจ่ายที่โรงเรียนได้ไหมคะ เพราะต้องการใบเสร็จมาเบิกค่ะ,4
กรณีเบิกค่าเล่าเรียนต้องติดต่อขอรับใบเสร็จพร้อมเอกสารการเบิกเงินได้เวลาไหนบ้างค่ะ ,4
เบิกค่าเล่าเรียนต้องใช้เอกสารอะไรบ้างในการไปยื่นคะ,4
ถ้าไปชำระที่ โรงเรียนเลยได้ไหมจะได้รับใบเสร็จเลยอยู่ใกล้ๆ รร,4
ใช้บัตรกสิกร ผ่อน 3 เดือน อันนี้มีค่าธรรมเนียมในการใช้บัตรไหมคะ,4
ถ้ามีบัตรกสิกรอยู่แล้วผ่อนได้ไหมค่ะ จ่ายค่าเทอมอ่ะค่ะ,4
ชำระค่าเทอมสามารถชำระโดยใช้บัตรเครดิต tmb ได้ไหมคะ       ,4
สวัสดีครับ ผมขอทำเรื่องผ่อนผันการจ่ายค่าเทอมได้ที่ไหนหรอครับ,4
ค่าเทอมจ่ายทีเดียวหรือผ่อนจ่ายได้คะ,4
ชำระค่าเทอมบัตรเครดิตกสิกรผ่อน3เดือน 0%เสียค่าธรรมเนียมบัตรเครดิต ร้อยละ 2 ไหมคะ,4
ใช้บัตรกสิกร ผ่อนค่าเทมอ 3 เดือน อันนี้มีค่าธรรมเนียมในการใช้บัตรไหมคะ,4
ท่ามีบัตรเครดิตของกสิกรแล้วผ่อนชำระกับกสิกรได้ใช่ไหมคะ,4
ค่าเทอมขอผ่อนค่าเทอมกับโรงเรียนได้ไหมครับ,4
ผ่อนค่าเทอมโดยตรงกับทาง รร. ไม่ได้หรอคะ,4
มีบัตรกสิกรอยู่แล้วสามารถผ่อนได้เลยไหมครับ,4
ไม่อยากทำบัตร สามารถผ่อนกับ ร.รโดยตรงได้ไหมคะ,4
ชำระค่าเทอมผ่านธนาคารกสิกรได้ปกติใช่มั๊ยคะ,4
จะไปชำระค่าเทอมวันนี้ค่ะ เต้องการใบเสร็จไปเบิก,4
ค่าเรียนปรับพื้นฐาน ม.1ยังไม่คืนอีกหรอคะ,4
สอบุามค่ะ คืนค่าเรียนซัมเมอร์ไหมคะ,4
ชำระและส่งหลักฐานได้ตั้งแต่วันไหนคะ,4
ขอใบเสร็จมาเบิกได้เมื่อไรค่ะ,4
สามารถให้ผ่อนชำระ หรือลดค่าเทอมบ้างมั้ยคับ ,4
ติดต่อขอรับเงินค่าเรียนเสริมคืน แต่ติดต่อไม่ได้ ต้องเป็นช่องทางไหนคะ,4
ตอนคืนค่าเทอมไม่เห็นจะโอนกลับผ่าน Kbank แล้วให้เปิดไปทำไมครับ ???,4
ส่งหลักฐานได้ตั้งแต่วันไหนคะ,4
ชำระค่าเทอมทุกระดับชั้นเลยใช่ไหมครับเบอร์บัญชีเบอร์นี้,4
สามารถไปชำระที่การเงินวันนี้ได้ไหมคะ,4
วันที่ 8-9 พค. ยังมีรับชำระที่โรงเรียนอยู่หรือไม่ครับ,4
ใบเสร็จมาเบิกได้เมื่อไรครับ,4
สามารถชำระค่าเทอมได้ช่องทางเดียวเหรอคะ,4
"แล้วจะขอใบเสร๊จไปเบิกต้องทำไงคับ
",4
ผ่อนค่าเทอมมีค่าธรรมเนียมในการใช้บัตรไหมคะ,4
ขอใบเสร็จมาเบิกได้ที่ไหนคะ,4
ขอเลขบัญชีในการจ่ายค่าเทอมหน่อยค่ะ,4
ชำระค่าเทอมเรียบร้อยแล้ว แจ้งสลิปได้ที่ไหนคะ,4
จ่าค่าเทอมล่าช้าแต่ไม่เกินวันที่4 ธันวาคมได้ไหมค่ะ,4
