,txt,label
289,"เข้าใจว่าอยากให้เด็กรับสอบรีบปิดเทอม แต่สุดท้ายแล้วต้องมาเสี่ยงติดโควิท
ทั้งโรงเรียน แถมเสี่ยงมาถึงผู้ปกครองและคนที่บ้านอีก “ตรรกะ”โรงเรียน ต่ำมาก
แย่มาก",0
290,"รร.ควรน่าจะป้องกันโดยการห้ามเด็ก นร.ที่มีบ้านอยู่ในเขตเสี่ยงงดการเรียน
และให้เรียนออนไลน์เป็นกลุ่มพิเศษไปเพื่อเป็นการป้องกันตั้งแต่ต้น",0
291,ทำความสะอาดตู้กดน้ำด้วยนะคะ สกปรกมาก ,0
292,โรงอาหาร รร กินจนเบื่อละ,0
293,ควรมีดื่มน้ำสะอาดๆ ที่กินอยู๋ตอนนี้เด็กบอกรสชาติแปลกๆ ไม่ไหวนะคะแบบนี้,0
294,ควรมีดื่มน้ำสะอาดๆ ที่กินอยู๋ตอนนี้เด็กบอกรสชาติแปลกๆ ไม่ไหวนะคะแบบนี้,0
295,ถ้า ผอ.พูดคนเดียวไม่จำต้องเอาอาจารย์มายืนประกอบแบบนี้ก็ได้ครับ มันดูแปลกๆ,0
296,พอคนเยอะไป อาจารย์ที่อยู่ริมก็ตัวขาด เพราะ Greenscreen ไม่กว้างพอครับ,0
297,ภาพพื้นหลัง (ที่น่าจะเป็น Greenscreen ) รูปโรงเรียน ดีและสวยได้มากกว่านี้ครับ,0
298,"ระยะภาพ มีผลต่อความรู้สึกของผู้ฟังนะครับ แนะนำใช้ Close up 
ตอน ผอ.พูดบางก็ดีครับ ตอนนี้มันกว้างและแช่เกินไป",0
299,"Intro เกือบจะดีแล้วครับ แต่ไม่แน่ใจว่าตั้งใจให้โลโก้โรงเรียนดูแตก
กับฟ้อนต์ใต้ตราโรงเรียน มันดูไม่ค่อยเข้ากันเท่าไหร่ครับ",0
300,น่าจะให้ ม.ต้น ม.ปลาย สลับกันไปเรียนนะคะ,0
301,"นี่ไม่ใช่จิตอาสาครับ มันเป็นการบังคับ
",0
302,แล้วเรื่องค่าชุดละคะยังไม่เห็นได้เลย จะจบเทอมแรกแล้ว,0
303,เบื่ออ,0
304,คิวอาร์โค้ดเล็กมาก แตกด้วยแสกนไม่ได้ค่ะ,0
305,ปิดต่อไปเถอะ เพื่อความปลอดภัยของเด็กเด็ก โควิดมันน่ากลัวกว่าที่คิดนะครับ,0
306,ปิดต่อไปเด็กก็งงกับการเรียน แต่ถ้าเปิดก็เสี่ยง 😰😰,0
307,ยังเสี่ยงอยู่เรย ใกล้วันเปิดเรียนแร้วด้วย,0
308,โรงเเรียนควรมีนโยบายเรียนวันคู่วันคี่ค่ะ เด็กๆจะได้ไม่อันตรายต่อการเสี่ยง,0
309,โรงเเรียนควรมีนโยบายเรียนวันคู่วันคี่ค่ะ เด็กๆจะได้ไม่อันตรายต่อการเสี่ยง,0
310,ลูกเข้าห้องเรียนออนไลน์ไม่ได้ ตัวลิ้งทำไมไม่เตรียมให้พร้อมก่อน,0
311,ตอนผมเรียน500บาทเอง นี่แพงขึ้นมาก,0
312,ร้อนกะร้อนน ฝุ่นกะเยอะะ โอ๊ยยยฟรุ๊ดฟริ๊ดดโว้ยยย,0
313,ฝากช่วยดูเรื่องฝุ่นตรงลานจอดรถ เเวลารถขับผ่านฝุ่นปูนปลิวอย่างเห็นได้ชัด                                                                                                                                                                                        ,0
314,น่าจะให้รถดับเพลิงมาฉีดล้างฝุ่นและดินออกบ้างน่าจะดีนะ,0
315,"อยากให้ ผอ.บริหารช่างน้ำหนักระหว่างเด็กเสียสุขภาพจิตที่ต้องเจอรถติดมาก
บนถนนทั้งที่ออกจากบ้านตั้งแต่หกโมงเช้า น่าเบื่อออ",0
316,"ตอนนี้ควรบริหารจัดการ เรื่องการจราจรก่อนนะครับ ช่วงเย็นรถติดขนาดไหน
ลองออกมายืนดูบ้างครับ ติดยาวไปยันปากเกร็ด",0
317,"อย่าให้ต้องรวมตัว ผปค. ร้องเรียนนะครับ ถ้าบริหารจัดการแย่ขนาดนี้ 
โรงเรียนชลประทานวิทยา",0
318,ที่รถมันติดหนักทุกวันนี้ก็เพราะแก้ปัญหาด้วยวิธีง่อยๆแบบนี้แหละค่ะ แย่มาก,0
319,"ผมมีคำถามอยากถามผู้บริหาร แบบที่ตอบคำถามไ้ด้จริงๆ 
ผมว่าเราควรแก้ปัญหาร่วมกันนะครับ ",0
320,คิดราคาค่าเทอม ep..แพงกว่าธรรมดา,0
321,เด็กนักเรียนหญิงจำเป็นต้องมีคู่ละ 20 บาท 2-3 วันหลุดซื้อบ่อย ๆ ก็แย่เหมือนกัน พิจารณาแก้ไขด้วย,0
322,ที่ผ่านมาทางโรงเรียนตัดสินใจเองหมด ควรมีทางแก้ไขที่ดีกว่านี้ครับ,0
323,เวลาจอดรถควรดับเครื่องนะคะ เพื่อควาทปลอดภัยของเด็กค่ะ,0
324,"ควรให้เด็กเดินเข้าไปได้ก็ดีนะครับ เพราะช่วยลดเวลาไปถึงประตู 1 
หรือลานจอดรถไปได้หลายสิบนาทีเลย",0
325,โบว์ราคาแรงมากซื้อบ่อย ๆ ก็แย่เหมือนกัน พิจารณาแก้ไขด้วย,0
326,กลายเป็นว่าทุกวันนี้มีทางเดียวที่ต้องใช้ รร.คิดว่ารถกี่พันคันที่ต้องใช้ทางนี้ ห่วย!,0
327,เปน ร.ร ที่ทำให้จราจรติดยาวไปถึงสะพานพระราม4 ควรแก้ปัญหาได้แล้ว,0
328,ควรให้วนเหมือนเดิมนะคะ,0
329,นี่ไม่ให้วนแล้วใช้ได้ทางเดียวคิดไหมว่าจะติดขนาดไหน ควรให้วนเหมือนเดิมนะคะ,0
330,ห้องน้ำสกปรกมาก รบกวนตรวจด้วยนะคะ,0
331,"อย่านึกแค่ว่ามาส่งลูกแล้วกลับบ้านยังมี ผปค อีกมากที่ต้องเจอรถ
ติดเพื่อไปทำงานอีกมากค่ะ พิจารณาเรื่องนี้สักทีเถอะ",0
332,ทุกวันนี้รถติดกระทบยาวเลยค่ะ ควรแก้ปัญหาจุดนี้ได้แล้ว,0
333,พื้นห้องน้ำสกปรกมาก,0
334,ปัญญาอ่อนมาก ขนาดฝนตกลงมาแล้ว บอกต้องรอคำสั่งๆ,0
335,ผอ.ควรลงมาดูการจราจรตอนเช้าตอนเย็นว่าเป็นยังไงอย่ามัวแต่นั่งสั่งงานในห้องแอร์,0
336,การจราจรอัมพาตมาก หางแถวยาวทุกเส้นทาง รร.ควรพิจารณานะคะ,0
337,ผนังห้องน้ำมีแต่รอยขีดเขียน ควรทำความสะอาดหน่อยนะค่ะ,0
338,ผลกระทบเป็นวงกว้างไม่ใช่เฉพาะผปค. รร.นี้เท่านั้น ควรมองปัญหาตรงนี้ได้แล้ว,0
339,"ลองฟังผู้ที่ได้รับผลกระทบบ้างนะคะ ถ้าไม่ไหวเราพร้อมไปจ่ายเงินที่อื่นให้ลูก
มีคุณภาพชีวิตที่ดีกว่านี้ค่ะ",0
340,ตอนเลิกเรียน​ ลำบากมากครับ​ ไม่มีที่จอดก็วนไป​เรื่อยๆ,0
341,"แก้ปัญหาให้ตรงจุดด้วยค่ะ ผปค เอาไปจอด รปภ ก้อไปไล่ให้ออก
เลยค่ะ ล็อกล้อเลยค่ะ เปิดประตู 5โมง รถไม่ขยับแน่ค่ะ แค่นี้ก็ยังคิดไม่ได้",0
342,รปภ.ต้องเข้มงวดบ้างนะคะ เพราะหลายๆคนบ่นว่าโรงเรียนทำให้รถติด,0
343,"เมื่อโรงเรียนแก้ปัญหาการจราจรไม่ได้ การผลักภาระให้ผู้ปกครองคงเป็นทางออก 
แย่ที่สุด",0
344,ควรห้ามรถทุกชนิด เข้า รร. เลยดีที่สุดรวมทั้ง ครูด้วย จบ,0
345,ห้องน้ำชายของประถมดูเหมือนจะมีปัญหาน้ำล้นตอนกดชักโครก อยากให้ไปดูแลเรื่องนี้ด้วย,0
346,ปีหน้าถ้ายังบริหารแย่แบบนี้อีก​ ผมว่าจะให้ลูกย้ายโรงเรียนดีกว่า,0
347,ผอ.ลงมายืนดูการจอด และความยากลำบากของเด็กและผู้ปกครองบ้างครับ,0
348,อย่าเอาแต่นั่งห้องแอร์​ ผู้ปกครองทุกคนเค้าเบื่อพวกท่านเต็มทนแล้วครับ,0
349,รบกวนทาง รร พิจารณาเรื่องความสะอาดให้เด็กๆด้วย น่าสงสารนั่งพื้นตามคำสั่ง …ไม่รู้เรื่องอะไร,0
350,"ปัญหาทุกๆปัญหา มีทางแก้ มีทางออก ยอมรับฟังเสียงขอ ผปค บ้าง 
ไม่ใช่ เอาแต่หาเงินเข้า รร",0
351,"น้ำก็ท่วม รถก็ติด ผู้ใช้ถนนอื่นๆก็เดือดร้อน ใครเขาจะเข้า รพ หรือ 
ขับผ่านหน้า รร ช่วง เช้าและเย็น รถติดไปถึงไหน นี่หรือ รร สอนให้
เป็นเด็กดี แค่นี้ก็สอนให้รู้จักการเอาเปรียบละ ",0
352,"ปัญหามันไม่ได้เกิดกับผู้ปกครองหรอกคะ ปัญหามันเกิดจากการที่พวกท่านๆ
เพิกเฉยและเอาเปรียบมากกว่า",0
353,"กิจกรรมดีแต่เรื่องความสะอาด ควรปรับปรุงนะ
ครูใส่รองเท้าที่เดินข้างนอกเหยียบพื้นไปทั่ว และให้เด็กอนุบาล1นั่งพื้นกินกล้วย มือเด็กก็จับพื้นมาจับหน้า ขยี้ตา สุดท้ายติดโรคมือ เท้า ปาก ,Covid",0
354,"ให้คุณครู และอาจารณ์. เชิญออกมาจอดรถที่ลานจอดด้วยนะค่ะ วันไหนที่ฝนตก
ทั้งตอนเช้าและตอนเย็นจะได้รับรู้ถึงปัญหาของ ผปค.และนักเรียน",0
355,"ความเห็นแก่ตัวของท่านสร้างความลำบากให้ส่วนรวม เข้าใจร.ร.เลยค่ะ 
ทำไมต้องออกกฏเข้ม ออกกฏอะไรมาก็มีคนโวยวายทั้งที่เราต้องขอเข้า
ไปใช้สถานที่เค้าแท้ๆ",0
356,"รบกวนเปิดตั้งแต่16.00 เหมือนเดิมค่ะ ส่วนรถผู้ปกครองที่เห็นแก่ตัว ล็อคล้อ 
จ่ายค่าเสียหายไปเลยค่ะ ไม่งั้นรถจะสา",0
357,ควรแบ่งตามความเหมาะสมเด็กเล็กและเด็กโตค่ะควรปรับปรุงฝ่ายโภชนาการอาหารค่ะ,0
358,"ความเห็นแก่ตัวของคนส่วนน้อย ทำให้คนส่วนใหญ่ที่เคารพกติกาต้องมีปัญหา
เมื่อผู้ใหญ่ยังไม่รู้จักกฏกติกา แล้วจะเอาอะไรไปสอนลูกสอนหลานล่ะ",0
359,"มันเป็นความมักง่ายของบางคน ทางรร. ควรไปตักเตือน ณ ตอนนั้นเลยคะ 
แล้วเปิดประตูเหมือนเดิม",0
360,"ควรหาทางแก้ปัญหาให้ดีกว่านี้นะ เมื่อวานผมติดอยู่ในลานจอดรถ 
เกือบ 2 ชั่วโมง ผมอยู่แถวนี้มา 10 ปี ไม่เคยเจอรถติดขนาดนี้ ",0
361,"ผมดูว่าเป็นแค่การแก้ไขปัญหาเฉพาะหน้าเพื่อระบายรถออกจากลานจอดเท่านั้น
เพราะช่วงนั้นในลานจอดรถเต็มรถไม่สามารถเข้าและออกจากลานจอดได้เลย",0
362,ลูกชายคนโตบอกไม่มีใครกินเลยเหลือเยอะเพราะมันไม่อร่อย ยิ่งคนเล็กบอกคำเดียวว่าไม่อร่อยและกินไม่ได้เลยค่ะ,0
363,"เจ้าหน้าที่รักษาความปลอดภัย ปิดหน้าปิดตา เพื่อใครอะไรคับ 
พูดจาไม่ดี กริยามารยาทก็ไม่ดี ทำตัวลึกลับ เหมือนกลัวคนจำหน้าได้",0
364,"ที่ผมเลือกให้ลูกมาเรียนเอกชนสู้กับค่าเทอมที่ค่อนข้างสูง เพื่อการศึกษา
และสภาพแวดล้อมที่ดี แต่สิ่งที่เจอตอนนี้มันไม่คุ้มค่ากับค่าใช้จ่ายที่เผมต้องเสีย",0
365,ได้รับข้อมูลแล้ว กรุณานำไปพิจารณาด้วยนะครับไม่ใช่ขอบคุณอย่างเดียวครับ,0
366,การที่ไม่แก้ปัญหา ปัญหามันจะไม่จบเมื่อมันสะสมมากๆ มันลุกลามบานปลายนะคับ,0
367,"ลานจอดใหม่ควรทำถนนทางออกใหม่เชื่อมติวานนท์อีกช่อง เลยทางเข้าเดิมไปสัก 
100 เมตรก็ได้ครับ รถจะได้เข้า-ออกคนละทาง",0
368,ขออนุญาตนะคะ คือตอนนี้ดิฉัน (และเชื่อว่าอีกหลายๆคน) ได้รับผลกระทบในช่วงเช้าเป็นอย่างมาก จากการจราจรที่ติดขัดในการเปิดการเรียนการสอนแบบเต็มระบบ ,0
369,รร.ควรพิจารณานะคะ ผลกระทบเป็นวงกว้างไม่ใช่เฉพาะผปค. รร.นี้เท่านั้น,0
370,ไม่ควรทำเป็นอย่างยิ่งครับ รร. กรุณาพิจารณาประกาศนี้ใหม่ด้วยครับ,0
371,"รถติดมาก ยืนยันว่าสาเหตุมาจาก ร.ร ไม่เปิดประตูให้รถเข้าไปส่ง น.ร รถจอดส่ง
หน้า ร.ร หนาแน่น รบกวนส่งเจ้าหน้าที่ไปดูด้วยค่ะ",0
372,"ควรแก้ให้เปิดประตูทุกด้านเพราะตอนเช้ามันติดหนักมากหน้ารร.เพราะการป้องกัน
แค่นี้ไม่ช่วยอะไรเลย",0
373,"ในเมือเปิดเต็มรูปแบบแล้วจะมาใช้มาตราการเดิม ไม่ได้ค่ะ ควรปรับเปลี่ยนมาตรา
การใหม่ค่ะ เช้านี่ติดหนักมากค่ะ",0
374,การจราจรอัมพาตมาก หางแถวยาวทุกเส้นทาง พอผ่านหน้ารร.ได้เท่านั้นแหละ โล่งเชียว รร.ควรพิจารณานะคะ ผลกระทบเป็นวงกว้างไม่ใช่เฉพาะผปค. รร.นี้เท่านั้น,0
375,"ตอนเช้า ควรเปิดให้รถผปค.เข้าไปส่งได้ด้วยนะคะ ให้ส่งแบบจอดแล้วลงนะค่ะ 
เพราะตอนนี้รถติดมาก",0
376,"แล้วคนที่ไม่ได้เรียนเสริม ก็ต้องลำบากเหมือนเดิมใช่ไหม ต้องรอเข้าประตู 5 เวลา
17.00 น.มันใช่ไหมทุกวันนี้กว่าจะมาถึง รร.ก็เสียเวลามากพอแล้วเห็นใจกันบ้างนะ",0
377,"รร.ไม่เคยรับรู้ปัญหาของ นักเรียน ต้องแบก กระเป๋าหนักแค่ไหน และผู้ปกครองที่ไปส่ง แล้วต้องไปทำงานต่อ การจราจรแย่แค่ไหน 
ผู้ร่วมเส้นทางรถติดแค่ไหน สนใจแต่ความง่ายสะดวกสบายของตัวเอง ผปค.เสนออะไร ก็นิ่งเฉย",0
378,"ควรตั้งกรวยบังคับให้ออกประตู4ทางเดียวนะคะ ให้ยามมาโบกเหมือนเดิม เพราะ 
ผปค.จำเป็นต้องออกประตู4ตอน4โมงอะคะ ",0
379,"รร.ไม่เคยรับรู้ปัญหาของ นักเรียน ต้องแบก กระเป๋าหนักแค่ไหน และผู้ปกครองที่ไปส่ง แล้วต้องไปทำงานต่อ การจราจรแย่แค่ไหน 
ผู้ร่วมเส้นทางรถติดแค่ไหน สนใจแต่ความง่ายสะดวกสบายของตัวเอง ผปค.เสนออะไร ก็นิ่งเฉย",0
380,"โรงเรียนไม่สมควรทำเป็นอย่างยิ่งค่ะ การที่มีรถแอบเข้าไปจอดควรจัดการปัญหา
ให้ รปภ. และเจ้าหน้าที่ตรวจสอบอย่างเข้มข้น เพราะมันจะกระทบกับผู้ปกครอง
จำนวนมากค่ะ",0
381,ไม่มีปัญญาแก้ไขปัญหาเพียงแค่นี้แล้วจะไปสอนอะไรเด็กๆ,0
382,"ผู้ปกครองทำผิดกฎ 1 ท่านแต่ทางโรงเรียนตัดสินทุกท่าน​ ปัญหารถตืดเป็นชั่วโมง
รอบโรงเรียนมีวิธีแก้ไม่ควรปล่อยเป็นภาระผู้ปกครองต่อไป",0
383,"เห็นด้วยกับเอารถเข้าไป รับ-ส่ง ควรให้จอดเฉพาะส่ง-รับ อย่าให้มีประเภทที่เห็น
แก่ตัวจอดแช่แล้วเดินลงไปส่ง",0
384,ผลงานที่ยอดแย่ 8:32 ผู้ปกครองยังวุ่นวายวนจอดรถเพื่อเดินไปส่งลูก สุดยอดมัยคะ รถติดแออัดสะสมยันสะพานพระราม4จร้า,0
385,"ติดมาครึ่งชั่วโมงตอนจะกลับก็ไม่ได้ ตอนจะเข้ามาจอดก็กว่าจะเข้ามาได้ เห้อ เหนื่อยมาก ทั้งแม่และลูก เพลียมากเลยค่ะ โรงเรียนไม่รับฟังเสียงผู้ปกครองบ้างหรือค่ะ
 คือไม่ใส่ ไม่เปิดใจรับฟังเลย",0
386,"ณ.เวลานี้วันนี้ รร.เปิดทุกระดับชั้นเพราะวันที่ 8-9 กย รร ยังมีการสอบนักเรียน
ม.ปลายกับ ม.ต้นยังสลับกันมาก็ยังไม่เต็มรูปแบบ แต่วันนี้รถติดมากเป็นผลมาจาก 
รร.ชลประทานเปิดเรียนเต็มทุกระดับชั้นต้องพิจารณานะคะว่าควรจะทำยังไง",0
387,"ติดมาครึ่งชั่วโมงตอนจะกลับก็ไม่ได้ ตอนจะเข้ามาจอดก็กว่าจะเข้ามาได้ เห้อ เหนื่อยมาก ทั้งแม่และลูก เพลียมากเลยค่ะ โรงเรียนไม่รับฟังเสียงผู้ปกครองบ้างหรือค่ะ
 คือไม่ใส่ ไม่เปิดใจรับฟังเลย",0
388,ขณะนี้เวลานี้ยังติดกันอยู่ในลานจอดรถแบบขยับไม่ได้เลย เสียเวลามากมาย,0
389,พูดไปให้ตายผอ.ก็ไม่เคยสนใจ ผ่อนคลาย เอาแต่โรงเรียนสะดวก ในโรงเรียนโล่งๆเก็บที่ไว้ให้ใคร,0
390,"รบกวนทาง รร. ใส่ใจปัญหานี้ก่อนจะลามไปเรื่องอื่นค่ะ ควรปรับปรุงแนวทางการ
จราจรใน รร. ถ้ามันไม่เวิร์ค ก็ปรับปรุง ",0
391,"ปชช.ที่อยู่ละแวกติวานนท์/แจ้งวัฒนะก็ได้รับผลกระทบจากการจัดการจราจรของ
รร.นี้? ควรเสพข่าวบ้างซิคะ",0
392,"แย่มาก
บ้านอยู่แค่ใน ซ. รร.อัมพรไพศาลออกบ้าน 6.00 น. จะส่งลูกให้ทันเรียนเสริมเช้า 7.30 น.ยังสาย",0
393,ต้นตอ จาก โรงเรียน ทำให้จราจร ติดเป็นวงกว้าง รร ควรแก้ปัญหา อย่างเร่งด่วนนะคะ,0
394,"ตอนเย็นก็มี ผปค เห็นแก่ตัวจอดรถปิดหน้ารถที่จอดในช่อง แล้วไม่ใส่เกียร์ว่าง
เราต้องรอนานมากกว่านางจะมา แล้วจอดกัน2ด้านเลย รถที่วิ่งออกไปลำบากมาก ",0
395,ผมควรร้องเรียนหรือรวมตัวกันประท้วงดี เพาะโรงเรียนหูทวนลมมาก,0
396,เกินไปแล้ว ค่าเทอมขึ้นตลอดโต๊ะเรียนปรับปรุงหน่อยคะเก่ามาก,0
397,ยิ่งฝนตกยิ่งลำบาก พ่อแม่บางคนก็ต้องรีบไปทำงาน ควรเห็นใจกันบ้าง,0
398,ไม่ต้องอ้างฝุ่นเพาะตึกเรียนข้างลานจอดรถใหม่เด็กกินฝุ่นเข้าไปเต็มๆ,0
399,"ทำไมเลือกปฏิบัต แล้วเด็กอนุบาลตรงบันไดก็ควรมีครูเฝ้าที่บันไดก็ไม่มีแย่มากๆ 
แย่ไปหมด",0
400,ห้องเรียน ห้องนำ้ ภาชนะที่ใส่อาหารเด็ก ผู้บริหารควรจะมาดูแลเอาใจใส่เรื่องนี้มั่งนะคะ. ยอดแย่ลงทุกวันคะ.,0
401,"ควรทำป้ายใหญ่ๆขอให้วนรถรับ -ส่ง เท่านั้น ไม่เกิน 5 นาที ก็น่าจะปฏิบัติกันได้ 
เนื่องจากตอนนี้ฝนตกหนัก น้ำท่วมหลายพื้นที่ โปรดพิจารณาค่ะท่าน",0
402,ควรจะเปิดให้รถผู้ปกครองเข้าไปรับส่งเด็กได้นะคะ,0
403,ทุกวันนี้ก็ติดโครตๆแล้ว พอถามทีไรก็บอกว่าจอดเหมือนเดิมค่ะๆ ไม่เห็นมีการพัฒนาช่วยเหลือเลย,0
404,"ตอนนี้เดือดร้อนมาก ลูกเรียนอนุบาล 2 กับ ป.1 วนรถกว่าหาที่จอด 
เข้าไปส่งใน รร.ได้ เสียเวลาเป็นชั่วโมง",0
405,รร.นี่อันตรายมาก ทั้งรถยนต์ มอไซต์ เดินจูงลูก 2 คน สัมภาระอีก กลัวรถจะชนเอา ,0
406,"รร.ปรับปรุงเรื่องที่จอดรถไม่ใช่ว่าจะทำให้เหตุการณ์รถติดดีขึ้น ที่ไม่โวยวาย
เพราะต้องทน ถ้ายังเป็นอยู่อย่างนี้",0
407,ถ้ายังเป็นอยู่อย่างนี้คงต้องหา รร.ใหม่ให้ลูกค่ะ ตอนนี้เสียสุขภาพจิตมาก,0
408,รถติดมากคะไม่สมควรปิดประตู4ติดทั้งเช้าเย็นไม่เฉพาะแต่ผู้ปกครองรถทั่วไปก็พลอยติดไปด้วยเพราะไม่มีทางระบายรถผู้บริหารควรมาดูความเป็นจริงบางนะคะแย่มากช่วงนี้,0
409,รถติดมากคะไม่สมควรปิดประตู4ติดทั้งเช้าเย็นไม่เฉพาะแต่ผู้ปกครองรถทั่วไปก็พลอยติดไปด้วยเพราะไม่มีทางระบายรถผู้บริหารควรมาดูความเป็นจริงบางนะคะแย่มากช่วงนี้,0
410,ลานจอดรถก็ไม่เพียงพอ พิจารณาแก้ไขด้วย !!,0
411,น้องคนเล็กอนุบาลเดินไกลมากค่ะ สงสารเด็กตัวน้อยๆที่ต้องเดิน ,0
412,ทาง รร. ควรทำมาตรการเด็ดขาดไปเลยค่ะว่าไม่ให้จอด ให้ขับรับแล้วออกเลย,0
413,รบกวนทาง รร. ใส่ใจปัญหานี้ก่อนจะลามไปเรื่องอื่นค่ะ การปรับปรุงแนวทางการจราจรใน รร. ถ้ามันไม่เวิร์ค ก็ปรับปรุง หาแนวทางอื่นกันไปค่ะ นี่เสียงสะท้อนจากผู้ปฏิบัติ เดือดร้อนกันมากจริงๆค่ะ ผู้ปกครองพร้อมจะปฏิบัติตาม และให้ความร่วมมือในทุกเรื่องนะคะ,0
414,สงสารเด็กๆที่ต้องเดินไกล และผู้ปกครองในตอนเช้าก็ต้องรีบไปทำงานด้วยค่ะ,0
415,รบกวนทาง รร. ใส่ใจปัญหานี้ก่อนจะลามไปเรื่องอื่นค่ะ การปรับปรุงแนวทางการจราจรใน รร. ถ้ามันไม่เวิร์ค ก็ปรับปรุง หาแนวทางอื่นกันไปค่ะ นี่เสียงสะท้อนจากผู้ปฏิบัติ เดือดร้อนกันมากจริงๆค่ะ ผู้ปกครองพร้อมจะปฏิบัติตาม และให้ความร่วมมือในทุกเรื่องนะคะ,0
416,"ถ้าทุกคนปฎิบัติตามกฎและระเบียบที่ทางโรงเรียนวางไว้ก็คงไม่วุ่นวายมากแบบนี้
แต่มีคนบางกลุ่มที่เห็นแก่ตัว และเห็นแก่ความสะดวกสบายของตัวเอง ทำให้เกิด
ความวุ่นวายและยุ่งยากแบบนี้...เห็นหลายรอบแล้ว ",0
417,ควรหาทางแก้ปัญหาให้ดีกว่านี้นะ เมื่อวานผมติดอยู่ในลานจอดรถ เกือบ 2 ชั่วโมง ผมอยู่แถวนี้มา 10 ปี ไม่เคยเจอรถติดขนาดนี้,0
418,"ควรจัดยาม รร.มาโบกรถที่ซอยต้นสนหลัง รร.หน่อยค่ะ รถติดแย่งกันไปแย่งกัน
มาทำให้ไปทำงานไป รร.ไม่ทันค่ะ",0
419,"เมื่อวานช่วงสี่โมงเย็นรู้สึกดีมากที่เปิดให้ผ่านออกทางแจ้งวัฒนะ แต่ถ้าจะไม่เปิด
อีกเหมือนเดิมจะรู้สึกแย่มากเลยค่ะ โรงเรียนควรแก้ปัญหา ไม่ใช่แบบนี้",0
420,ไม่ควรทำเป็นอย่างยิ่งครับ รร. กรุณาพิจารณาประกาศนี้ใหม่ด้วยครับ การเห็นแก่ตัวของคนส่วนน้อย แต่สร้างปัญหาให้คนส่วนมาก อันนี้ไม่ถูกต้องนะครับ ,0
421,ไม่ควรทำเป็นอย่างยิ่งครับ รร. กรุณาพิจารณาประกาศนี้ใหม่ด้วยครับ การเห็นแก่ตัวของคนส่วนน้อย แต่สร้างปัญหาให้คนส่วนมาก อันนี้ไม่ถูกต้องนะครับ ,0
422,ไม่ควรทำเป็นอย่างยิ่งครับ รร. กรุณาพิจารณาประกาศนี้ใหม่ด้วยครับ การเห็นแก่ตัวของคนส่วนน้อย แต่สร้างปัญหาให้คนส่วนมาก อันนี้ไม่ถูกต้องนะครับ ,0
423,โรงเรียนไม่สมควรทำเป็นอย่างยิ่งค่ะ การที่มีรถแอบเข้าไปจอดควรจัดการปัญหาให้ รปภ. และเจ้าหน้าที่ตรวจสอบอย่างเข้มข้น เพราะมันจะกระทบกับผู้ปกครองจำนวนมากค่ะ,0
424,ฝากพิจารณารถตู้ รับ-ส่ง นักเรียนด้วยนะครับ พอเริ่มเรียนเต็ม รถตู้แน่นมากๆนะครับ ,0
425,การที่มีรถแอบเข้าไปจอดควรจัดการปัญหาให้ รปภ. และเจ้าหน้าที่ตรวจสอบอย่างเข้มข้น เพราะมันจะกระทบกับผู้ปกครองจำนวนมากค่ะ,0
426,รถติดทั้งเช้าทั้งเย็น รร ควรเปลี่ยนวิธีและรีบแก้ไขคะ,0
427,รบกวนลุกจากที่นั่งแล้วเดินมาดูความเดือดร้อนของผู้ปกครองที่ลานจอดรถหน่อยค่ะ,0
428,การจราจรหน้ารร.ติดขัดไปไกล ควรเกรงใจผู้ใช้ถนนคนอื่นด้วยค่ะ,0
429,ต้นตอจากโรงเรียน ทำให้จราจรติดเป็นวงกว้าง รร ควรแก้ปัญหาอย่างเร่งด่วนนะคะ,0
430,มีปัญญาแก้ไขปัญหาเพียงแค่นี้แล้วจะไปสอนอะไรเด็กๆ,0
431,ถ้าโรงเรียนไม่มีศักยภาพในการจัดสรรระบบการจอดรถ การจราจรพอ ควรจะเปิดให้รถผู้ปกครองเข้าไปรับส่งเด็กได้นะคะ,0
432,ทุกวันนี้ก็ติดโครตๆแล้ว ไม่เห็นมีการพัฒนาเลย,0
433,อยากให้หน่วยงายที่เกี่ยวข้อง มาร่วมแก้ไขปัญหาจังเลยคะ มันนานไปแล้วนะคะ,0
434,"เมื่อวานลูกเปียกมาเลยคะนั่งหนาวในรถตู้กว่าจะถึงบ้าน​ เค้ามีร่มมีเสื้อกันฝนแต่
เด็กน้อยยังไงก็มีเปียกคะ​ วันหนัยไปรับเองก็วนรถจนท้อคะ​ ปรับปรุงหน่อยนะคะ",0
435,"ควรให้ ผปค.วนเข้าไปส่งเด็กในโรงเรียนได้แล้วครับ ทำให้รถติดยาวเหยียดถึงห้า
แยกปากเกร็ดทุกวัน",0
436,"ไม่เข้าใจแค่ให้ขับรถวนเข้าไปส่งนักเรียนแค่นี้มันจะแย่อะไรนักหนา ดูข้างหน้า 
รร รถติดมาก",0
437,"ฝนตกก็ควรให้ผู้ปกครองเข้ามารับได้นะ รู้คับว่าเป็นกฎของโรงเรียนแต่ฝนขนาด
นี้ก็ควรคิดได้หน่อยนะคับ",0
438,ติดหนักมากคะด้านนอก แบบนี้ไม่ไหวนะคะ ติดเช้า/เย็นเห็นใจ ผปค.บ้างคะ,0
439,"รถบุครลาก รร ควรจอดรถข้างนอก แล้วให้ผู้ปกครองวนรถไปรับส่งเด็กทีหน้าตึก
เหมือนเดิม",0
