txt,label
"['บัสโรง', 'เรียน', 'บริการ', 'ไหร่']",2
"['รถ', 'บัส', 'โรง', 'เรียน', 'รอบ', 'กี่', 'โมง']",2
"['รถ', 'บัส', 'โรง', 'เรียน', '1', 'คัน', 'นั่ง', 'กี่', 'คน']",2
"['โรง', 'เรียน', 'รถ', 'ไหม']",2
"['รถ', 'ตู้', 'โรง', 'เรียน', 'จอด', 'รอ', 'หรอ']",2
"['รถ', 'ตู้', 'บริการ', 'รถ']",2
"['รถ', 'ตู้', 'เรียน', 'ไหม']",2
"['รถ', 'ตู้', 'โรง', 'เรียน', 'บริการ', 'ไหร่']",2
"['รถ', 'ตู้', 'โรง', 'เรียน', 'รอบ', 'กี่', 'โมง']",2
"['รถ', 'ตู้', 'โรง', 'เรียน', '1', 'คัน', 'นั่ง', 'กี่', 'คน']",2
"['สมัคร', 'บริการ', 'รถ', 'โรง', 'เรียน']",2
"['สมัคร', 'บริการ', 'รถ', 'บัส', 'โรง', 'เรียน']",2
"['สมัคร', 'บริการ', 'รถ', 'ตู้', 'โรง', 'เรียน']",2
"['สมัคร', 'บริการ', 'บัสโรง', 'เรียน']",2
"['รสตู้', 'โรง', 'เรียน', 'คน', 'ไหร่']",2
"['รายละเอียด', 'ข้อมูล', 'รถ', 'บัส', 'โรง', 'เรียน']",2
"['รายละเอียด', 'รถ', 'โรง', 'เรียน']",2
"['รถ', 'เรียน', 'รักษา', 'ดินแดน', 'ไหม']",2
"['บริการ', 'เรียน', 'รักษา', 'ดินแดน', 'ไหม']",2
"['รถ', 'จอด', 'จุด']",2
"['แผนที่', 'เดิน', 'รถ', 'โรง', 'เรียน']",2
"['แผนที่', 'จุด', 'จอด', 'รถ', 'โรง', 'เรียน']",2
"['แผนที่', 'จุด', 'บริการ', 'รถ', 'เรียน']",2
"['รถ', 'จอด', 'หน้า', 'หมู่บ้าน', 'ไหม']",2
"['รถ', 'จอด', 'หน้า', 'ห้าง', 'ไหม']",2
"['รถ', 'จอด', 'รถ', 'ประจำ', 'ไหม']",2
"['รสบัส', 'จอด', 'รถ', 'ประจำ', 'ไหม']",2
"['รถ', 'บัส', 'หน้า', 'บ้าน']",2
"['รถ', 'ตู้', 'หน้า', 'บ้าน']",2
"['รถ', 'รอ', 'หน้า', 'บ้าน', 'รอ', 'จุด']",2
"['ปกติ', 'รถ', 'โรง', 'เรียน', 'วิ่ง', 'กี่', 'สาย']",2
"['รถ', 'บัส', 'จอด', 'กี่', 'จุด', 'หรอคะ']",2
"['รถ', 'โรง', 'เรียน', 'กี่', 'คัน']",2
"['ปั่น', 'จักนยาน', 'เรียน']",2
"['รถ', 'จักรยาน', 'จอด']",2
"['จุด', 'ฝาก', 'รถ', 'จักรยาน', 'ไหม']",2
"['แผนที่', 'โรง', 'เรียน']",2
"['แผนผัง', 'อาคาร', 'เรียน']",2
"['อาหาร', 'เที่ยง']",2
"['ตา', 'ราง', 'อาหาร']",2
"['เมนู', 'อาหาร', 'เด็ก']",2
"['ภาพ', 'เมนู', 'อาหาร']",2
"['ดู', 'ภาพ', 'อาหาร']",2
"['โรง', 'อาหาร', 'อาหาร']",2
['เมนู'],2
"['ตอน', 'พัก', 'เบรก', 'อาหาร', 'ว่าง']",2
"['อาหาร', 'ว่าง', 'เด็ก', 'ทาน', 'เอ่ย']",2
"['อาหาร', 'ว่าง']",2
"['อาหาร', 'ว่าง']",2
"['เรียน', 'อาหาร', 'ว่าง', 'คน', 'กี่', 'ชิ้น']",2
"['ตา', 'ราง', 'อาหาร', 'ว่าง']",2
"['โรง', 'เรียน', 'ทำ', 'อาหาร', 'ป่าว']",2
"['โรง', 'เรียน', 'เรียน', 'ทาน', 'อาหาร']",2
"['ลูกทาน', 'อิ่ม', 'เติม', 'ไหม']",2
"['เรียน', 'นั่ง', 'ทาน', 'อาหาร', 'โต๊ะ']",2
"['ลูก', 'ทาน', 'อาหาร', 'เพื่อน', 'กี่', 'คน']",2
"['ช้อน', 'กลาง', 'ตัก', 'อาหาร']",2
"['อาหาร', 'โรง', 'เรียน', 'สะอาด']",2
"['อาหาร', 'โรง', 'เรียน', 'โปรตีน']",2
"['ร้าน', 'อาหาร', 'ลูก', 'ซื้อ']",2
"['อาหาร', 'ว่าง', 'ผลไม้', 'ขนม']",2
"['อาหาร', 'มื้อ', 'อไร']",2
"['กิน', 'อาหาร', 'โรง', 'เรียน', 'ผลไม้', 'เด็ก', 'ไหม']",2
"['ผลไม้', 'สับเปลี่ยน', 'ไหม']",2
"['ผลไม้', 'เรียน', 'สด', 'ค้างคืน']",2
"['เรียน', 'ทาน', 'มาตรการ']",2
"['ลูก', 'อาหาร', 'กิน', 'ไหม']",2
"['อาหาร', 'ทาน', 'ไหม']",2
"['รายการ', 'อาหาร', 'พรุ่ง']",2
['อาหาร'],2
"['เมนู', 'อาหาร', 'สัปดาห์']",2
"['เมนู', 'อาหาร', 'เดือน']",2
"['ตา', 'ราง', 'อาหาร', 'เดือน']",2
"['อาหาร', 'โรง', 'เรียน']",2
"['คุณครู', 'คอย', 'ตัก', 'อาหาร', 'ไหม']",2
"['เด็ก', 'ตัก', 'อาหาร', 'ไหม']",2
"['วาน', 'ลูก', 'กิน', 'ก๋วยเตี๋ยว']",2
"['ลูก', 'ทาน', 'ข้าว', 'ผัด']",2
"['อาทิตย์', 'หน้า', 'ไข่', 'เจียว']",2
"['เมนู', 'ไก่', 'ทอด', 'อาทิตย์']",2
"['ปกติ', 'น้ำ', 'เวลา', 'ทาน', 'อาหาร']",2
"['เมนู', 'น้ำ', 'เวลา', 'ทาน', 'อาหาร']",2
"['อิสลาม', 'โต๊ะ', 'ไหม']",2
"['อาหาร', 'สำหรับ', 'เรียน', 'อิสลาม']",2
"['โต๊ะ', 'สำหรับ', 'อิสลาม', 'ไหม']",2
"['เรียน', 'อิสลาม', 'นั่ง', 'หรอ']",2
"['โรง', 'เรียน', 'เมนู', 'ไก่', 'สำหรับ', 'อิสลาม', 'ไหม']",2
"['ลูกแพ้', 'อาหาร', 'โรง', 'เรียน', 'อาหาร', 'แยก']",2
"['ลูกแพ้', 'อาหาร', 'ไข่', 'แจ้ง']",2
"['ลูกแพ้', 'อาหาร', 'ทะเล', 'อาหาร', 'ทดแทน', 'ไหม']",2
"['สำหรับ', 'เด็ก', 'แพ้', 'อาหาร', 'แจ้ง']",2
"['แพ้', 'นม', 'เมนู', 'ทดแทน', 'ไหม']",2
"['ลูกแพ้', 'ไข่', 'ดาว', 'ไข่', 'เจียว', 'ไข่', 'ตุ๋น', 'แจ้ง']",2
"['แพ้', 'อาหาร', 'ทะเล', 'แจ้ง']",2
"['แพ้', 'อาหาร', 'แจ้ง', 'แม่', 'ครัว', 'ไหม']",2
"['แพ้', 'อาหาร', 'แจ้ง', 'ครู', 'ท่าน']",2
"['เด็ก', 'ทาน', 'โรนี', 'ไก่', 'แจ้ง']",2
"['เดือน', 'หน้า', 'เมนู', 'อาหาร', 'หรอคะ']",2
"['ปกติ', 'เมนู', 'อาหาร', 'ดู']",2
"['เมนู', 'อาหาร', 'สำหรับ', 'เรียน', 'อิสลาม', 'ไหม']",2
"['อาหาร', 'ฮาลาล', 'ไหม']",2
"['อาหาร', 'หลัก', 'ฮาลาล']",2
"['โรงเรียน', 'ทำ', 'สะอาด', 'จาน', 'ชาม']",2
"['ฆ่า', 'เชื้อ', 'ภาชนะ', 'แช่', 'น้ำ', 'ร้อน', 'ไหม']",2
"['โรงเรียนล้าง', 'ช้อน', 'ส้ม', 'ไหม']",2
"['ล้าง', 'ช้อน', 'ส้อม', 'น้ำ', 'ร้อน', 'ป่าว']",2
"['จาน', 'ชาม', 'ล้าง', 'สะอาด']",2
"['ช้อน', 'กลาง', 'ทัพ', 'พี', 'ตัก', 'อาหาร']",2
"['อาหาร', 'รสชาติ', 'ไหม', 'ลูกทาน', 'เผ็ด']",2
"['อาหาร', 'เค็ม', 'ไหม']",2
"['รสชาติ', 'อาหาร', 'โรง', 'เรียน']",2
"['ปกติ', 'คน', 'คุม', 'คุณภาพ', 'อาหาร', 'โรง', 'เรียน', 'หรอคะ']",2
"['รูป', 'หน้าตา', 'อาหาร', 'โรง', 'เรียน']",2
"['อาหาร', 'เตรียม', 'เด็ก', 'ทาน']",2
"['อาหาร', 'ปรุง', 'ร้อน', 'ทำ']",2
"['อาหาร', 'กลาง', 'ซื้อ', 'ทำ']",2
"['อาหาร', 'กลาง', 'แม่', 'ครัว', 'คน', 'ทำ']",2
"['ลูก', 'ทาน', 'บะ', 'หมี่', 'อาทิตย์', 'หน้า']",2
"['ผลไม้', 'อาหาร']",2
"['แจกนม', 'กล่อง', 'อาหาร', 'เวลา', 'ว่าง']",2
"['ผัด', 'ไท']",2
"['เมนู', 'อาหาร', 'พรุ่ง']",2
['ข้าว'],2
"['แกง', 'เมนู', 'อาหาร']",2
"['แกง', 'เมนู']",2
"['ลูก', 'ทาน', 'ข้าว', 'ผัด', 'ไหม']",2
"['พก', 'ช้อน', 'ส้อม', 'ตัว', 'คับ']",2
"['พก', 'จาน', 'ตัว', 'ไหม']",2
"['อาหาร', 'รสชาติ']",2
"['ทราบ', 'โรง', 'เรียน', 'ขาย', 'ชุด', 'เรียน', 'หรอ']",2
"['ตอน', 'สหกรณ์', 'โรง', 'เรียน', 'ขาย', 'ไหม', 'ซื้อ', 'ซื้อ', 'ชุด', 'เรียน', 'ซื้อ', 'ราคา', 'ท่า', 'ไหร่']",2
"['ชุด', 'เรียน', 'ขาย', 'ไหร่', 'กลัว', 'โรง', 'เรียน', '14', 'มิถุนา', 'น้อง', 'ชุด', 'ชุด', 'เดิม', 'ใส่']",2
"['สมุด', 'ชุด', 'ลูกเสือ', 'ชื้อ', 'พรุ่ง', 'ไหม']",2
"['เรียน', 'ชั้น', 'ประถม', '4', 'เครื่องแบบ', 'ไหม', 'ซื้อ', 'ชุด']",2
"['ซื้อ', 'ชุด']",2
"['ชุด', 'เรียน', 'ชั้น', 'ม', '4', 'ซื้อ']",2
"['17', 'ขาย', 'ชุด', 'เรียน', 'ไหม']",2
"['จำหน่าย', 'ชุด', 'เรียน', 'ส่งปัก', 'ขอบคุณ']",2
"['ชุด', 'อนุบาล', 'ราคา', 'ไหร่']",2
"['17', 'พค', 'ซื้อ', 'หนังสือ', 'ชุด', 'ไหม']",2
"['17', 'ขาย', 'ชุด', 'เรียน', 'ไหม']",2
"['ชุด', 'พละ', 'ราคา', 'ไหร่']",2
"['ติดต่อ', 'โรง', 'เรียน', 'ช่องทาง']",0
"['เบอร์โทร', 'โรง', 'เรียน']",0
"['เบอร์โทร', 'โรง', 'เรียน']",0
"['โทร', 'หา', 'โรง', 'เรียน']",0
"['ทราบ', 'ช่องทาง', 'ติดต่อ', 'โรง', 'เรียน']",0
"['โทร', 'หา', 'โรง', 'เรียน', 'เวลา']",0
"['ติดต่อ', 'ช่องทาง']",0
"['ติดต่อ', 'โรง', 'เรียน']",0
"['ติดต่อ', 'โรง', 'เรียน']",0
['ติดต่อ'],0
['ติดต่อ'],0
"['ติดต่อ', 'ช่องทาง']",0
"['ติอต่อ', 'โรง', 'เรียน', 'เวลา']",0
"['เวลา', 'ติดต่อ', 'ไหม']",0
"['ติดต่อ', 'ไหม', 'ตอน']",0
"['เบอติดต่อ', 'โรง', 'เรียน']",0
['เบอติดต่อ'],0
"['โทร', 'หา', 'โรง', 'เรียน', 'เรื่อง', 'ลูก']",0
"['ติดต่อ', 'โรง', 'เรียน', 'เรื่อง', 'ลูก']",0
"['ทราบ', 'เบอร์', 'ติดต่อ', 'โรง', 'เรียน']",0
"['ทราบ', 'เบอร์', 'ติดต่อ', 'อาจารย์', 'ท่าน']",0
"['เบอร์', 'โทร', 'หา', 'โรง', 'เรียน']",0
"['ช่องทาง', 'เบอร์โทร', 'ติดต่อ', 'เวลา']",0
"['เวลา', 'ติดต่อ', 'โรง', 'เรียน', 'ไหม']",0
"['โรง', 'เรียน', 'ทำ', 'กี่', 'โมง', 'หรอคะ']",3
"['ขอไลน์', 'ep']",1
"['เบอร์', 'ติดต่อ', 'แผนก', 'english', 'program', 'ไหม']",1
"['ช่องทาง', 'ไลน์', 'ติดต่อ', 'ep']",1
"['มอบ', 'ใบ', 'ประกาศ', 'แข่งขัน', 'cpwep', 'ไหร่']",1
"['สอน', 'เสริม', 'เสาร์', 'โครงการ', 'ep', 'บ่าย', 'เช้า']",1
"['กิจกรรม', 'รับฟัง', 'แนะนำ', 'โครงการ', 'ep']",1
"['ep', 'มีไลน์', 'ติดต่อ', 'คับ']",1
"['คลิป', 'ประกวด', 'ร้อง', 'เพลง', 'น้ำ', 'นม', 'ep']",1
"['จองวัน', 'เวลา', 'รับฟัง', 'แนะนำ', 'ep']",1
"['กิจกรรม', 'รับฟัง', 'แนะนำ', 'โครงการ', 'ep', 'สถานที่']",1
"['เบอร์', 'ติดต่อ', 'ep']",1
"['ขอไลน์', 'ep', 'เรื่อง', 'ติดต่อ', 'สอบถาม', 'เร่งด่วน']",1
"['ติดต่อ', 'โครงการ', 'ep']",1
"['เทอม', 'อีพี', 'ไหร่']",1
"['ทราบ', 'เทอม', 'โครงการ', 'อีพี']",1
"['อีพี', 'การเรียนการสอน']",1
"['ติดต่อ', 'แผนก', 'อีพี']",1
"['อีพี', 'เด็ก', 'อนุบาล', 'ไหม']",1
"['โครงการ', 'อีพี', 'เด็ก', 'อนุบาล', 'ไหม']",1
"['ep', 'เด็ก', 'ประถม', 'ไหม']",1
"['อีพีมี', 'เรียน', 'เสริม']",1
"['รบกวน', 'ช่อง', 'ติดต่อ', 'โครงการ', 'อีพี']",1
"['ช่อง', 'ติดต่อ', 'โครงการ', 'อีพี']",1
"['อีพีเรียน', 'เรียน', 'ห้อง', 'ธรรมดา', 'ป่าว']",1
"['ep', 'อาจารย์', 'ประเทศ', 'สอน', 'ไหม']",1
"['โครงการ', 'อีพี', 'อาจารย์', 'ประเทศ', 'สอน', 'ไหม']",1
"['อีพีสอน', 'ภาษา', 'ไทย', 'ภาษา', 'อังกฤต']",1
"['โครงการep', 'รายละเอียด', 'สอน']",1
"['ep', 'อาจารย์', 'ประเทศไหน']",1
"['อีพี', 'ลูก', 'ภาษา', 'ไทย', 'ไหม']",1
"['ep', 'พื้นฐาน']",1
"['ลูก', 'พื้นฐาน', 'ภาษา', 'เรียน', 'ไหม']",1
"['พื้นฐาน', 'ภาษา', 'อังกฤต', 'สมัคร', 'โครงการep', 'ไหม']",1
"['โครงการep', 'พื้นฐาน', 'ไหม']",1
"['โครงการ', 'ep', 'สอบ', 'วัด', 'ระดับ', 'ไหม']",1
"['อีพี', 'สอบ', 'วัด', 'ระดับ', 'พื้นฐาน', 'ไหม']",1
"['อีพี', 'เตรียม', 'ตัว']",1
"['ep', 'เตรียม', 'ตัว']",1
"['ลูก', 'ภาษา', 'ไทย', 'สมคร', 'โครงการ', 'ep', 'ไหม']",1
"['อีพี', 'พื้นฐาน']",1
"['ลูก', 'พื้นทาง', 'ภาษา', 'สมัคร', 'โครงการ', 'อีพี', 'ไหม']",1
"['ep', 'สอน', 'ภาษา']",1
"['อีพี', 'สมัคร', 'ชั้น']",1
"['มัธยมต้น', 'โครงการ', 'อีพีไหม']",1
"['ep', 'สมัคร', 'ชั้น']",1
"['ทราบ', 'แผน', 'การเรียนการสอน', 'โครงการep']",1
"['แผน', 'สอน', 'โครงการ', 'อีพี']",1
"['อีพีเลิก', 'เรียน', 'กี่', 'โมง']",1
"['โครงการ', 'อีพี', 'แถว', 'ตอน', 'เช้า']",1
"['ep', 'แถว', 'ตอน', 'เช้า']",1
"['ดู', 'รูป', 'ห้อง', 'เรียน', 'โครงการep']",1
"['ห้อง', 'เรียน', 'อีพี', 'เครื่อง', 'อากาศ', 'ไหม']",1
"['โครงการ', 'อีพี', 'อัตรา', 'เรียน', 'ครู', 'ห้อง', 'ไหร่']",1
"['อีพี', 'จำนวน', 'เรียน', 'กี่', 'คน', '1', 'ห้อง']",1
"['ep', 'เรียน', 'กี่', 'คน', 'ห้อง']",1
"['โครงการ', 'อีพีมี', 'ครู', 'ประจำ', 'ชั้น', 'ครู', 'พี่เลี้ยง', 'ไหม']",1
"['อีพีมี', 'ครู', 'ประจำ', 'ชั้น', 'ครู', 'พี่เลี้ยง']",1
"['ep', 'ครู', 'ประจำ', 'ชั้น', 'ครู', 'พี่เลี้ยง', 'กี่', 'คน']",1
"['โครงการ', 'อีพีที', 'กี่', 'ห้อง']",1
"['โครงการ', 'อีพี', 'กี่', 'ห้อง', 'ห้อง', 'จำนวน', 'เด็ก', 'กี่', 'คน']",1
"['เด็ก', 'ห้อง', 'ep', 'กี่', 'คน']",1
"['ห้อง', 'โครงการ', 'อีพี', 'เครื่อง', 'อากาศ', 'ห้อง', 'ไหม']",1
"['ep', 'แอร์', 'ห้อง', 'ไหม']",1
"['ep', 'เครื้อง', 'อากาศ', 'ห้อง', 'ไหม']",1
"['โครงการep', 'เครื่อง', 'อากาศ', 'ห้อง', 'ไหม']",1
"['อีพีมี', 'แอร์', 'ห้อง', 'ไหม']",1
"['โครงการ', 'อีพี', 'กฎระเบียบ']",1
"['ep', 'กฎระเบียบ']",1
"['ep', 'เครียม', 'เรียน']",1
"['โครงการ', 'อีพี', 'ไอ', 'แพด', 'เรียน', 'ไหม']",1
"['ep', 'ipad', 'เรียน', 'ไหม']",1
"['อีพี', 'ไอ', 'แพด', 'เรียน', 'ไหม']",1
"['โครงการ', 'อีพี', 'แท็ปเลต', 'เรียน', 'ไหม']",1
"['epนำ', 'tablet', 'เรียน', 'ไหม']",1
"['โครงการ', 'อีพี', 'พก', 'อุปกรณ์', 'สื่อสาร', 'ห้อง', 'เรียน', 'ไหม']",1
"['ไหร่', 'open', 'house', 'โครงการ', 'อีพี']",1
"['บ้าน', 'โครงการ', 'อีพีไหม']",1
"['อีพี', 'บ้าน', 'ไหร่']",1
"['อีพี', 'บ้าน', 'ไหม', 'ลูก', 'ดู']",1
"['ep', 'บ้าน', 'ไหม', 'ลูก', 'สนใจ']",1
"['open', 'house', 'โครงการ', 'ep', 'ไหม']",1
"['บูธ', 'โครงการ', 'ep', 'ไหม']",1
"['พ่อแม่', 'ดู', 'ตัวอย่าง', 'การเรียนการสอน', 'โครงการep']",1
"['ตัวอย่าง', 'การเรียนการสอน', 'ep', 'ไหม']",1
"['เทอม', 'ep', 'ม', '1', 'ไหร่']",1
"['ติดต่อ', 'โรง', 'เรียน', 'เวลา']",0
"['ตอน', 'ติดต่อ', 'ไหม']",0
"['ติดต่อ', 'เบอร์']",0
"['ติดต่อ', 'โรง', 'เรียน']",0
"['ทราบ', 'โรง', 'เรียน']",0
"['โรง', 'เรียน']",0
"['ติดต่อ', 'ช่องทาง', 'ไลน์', 'ไหม']",0
"['ติอต่อ', 'โรง', 'เรียน']",0
"['ติอต่อ', 'โรง', 'เรียนเบอร์']",0
"['ติอต่อ', 'โรง', 'เรียน']",0
"['ติดต่อ', 'โรง', 'เรียน']",0
"['ช่องทาง', 'ติดต่อ']",0
"['ติดต่อ', 'โรง', 'เรียน', 'ตอน']",0
"['โทร', 'หา', 'โรง', 'เรียน', 'เบอร์']",0
"['โทร', 'หา', 'โรง', 'เรียน', 'เวลา']",0
"['โทร', 'หา', 'โรง', 'เรียน', 'โทร', 'เบอร์']",0
"['โทร', 'หา', 'คูณ', 'ครู', 'ลูก']",0
"['ติดต่อ', 'เพจ', 'ไหม']",0
"['โรง', 'เรียน', 'เวลา', 'ไหม']",0
"['ติดต่อ', 'โรง', 'เรียน', 'เรื่อง', 'ลูก']",0
"['ลูก', 'ติดต่อ', 'โรง', 'เรียน']",0
"['ลูก', 'ตอน']",0
"['สมัคร', 'ครู', 'ติดต่อ']",4
"['ร้าย', 'ขาย', 'อาหาร', 'โรง', 'เรียน', 'ทำ']",4
"['สหกรณ์', 'โรง', 'เรียน', 'ทำ', 'บ้าว']",2
"['ร้าย', 'อาหาร', 'โรง', 'อาหาร', 'ไหม']",2
"['สมัคร', 'ร้าน', 'อาหาร', 'โรง', 'เรียน']",3
"['สมัคร', 'ครู', 'ทำ']",4
"['สมัคร', 'ตำแหน่ง', 'ประกาศ']",4
"['ตอน', 'ตำแหน่ง']",4
"['ตำแหน่ง', 'ว่าง', 'ตอน']",4
"['หา', 'งาน', 'สมัคร', 'ตำแหน่ง']",4
"['งาน', 'โรง', 'เรียน', 'งาน']",4
"['คัดเลือก', 'ร้าน', 'อาหาร', 'โรง', 'เรียน', 'ไหร่']",3
"['ขาย', 'โรง', 'เรียน', 'ทำ']",4
"['เช่า', 'ขาย', 'โรง', 'เรียน', 'ไหม']",4
"['เช่า', 'ขาย', 'โรง', 'เรียน']",4
"['สมัคร', 'ขาย', 'อาหาร', 'โรง', 'เรียน', 'ทำ']",4
"['ร้าน', 'ขาย', 'อาหาร', 'โรง', 'เรียน', 'ทำ']",3
"['ร้าน', 'ขาย', 'ลูฏ', 'ชิ้น', 'ไส้', 'กรอก', 'โรง', 'เรียน', 'ไหม']",3
"['ร้าน', 'ขาย', 'เล่น', 'โรง', 'เรียน', 'เช่า', 'ไหร่']",3
"['เช่า', 'พื้นที่', 'โรง', 'เรียน', 'ขาย', 'ไหม']",3
"['เช่า', 'พื้นที่', 'โรง', 'เรียน', 'ขาย', 'ตอน', 'เย็น', 'ไหม']",3
"['เช่า', 'พื้น', 'โรง', 'เรียน', 'ไหม']",3
"['เช่า', 'พื้นที่', 'ขาย', 'ตอน', 'เย็น']",3
"['เช่า', 'พื้นที่', 'ร้าน', 'อาหาร', 'โรง', 'เรียน', 'ไหร่']",3
"['ร้าน', 'ขาย', 'น้ำ', 'โรง', 'เรียน', 'ทำ']",3
"['ขาย', 'น้ำ', 'หวาน', 'โรง', 'เรียน', 'ตอน', 'ติดต่อ']",3
"['ขาย', 'อาหาร', 'โรง', 'เรียน', 'ติดต่อ']",3
"['ขาย', 'อุปกรณ์', 'เครื่อง', 'โรง', 'เรียน', 'ติดต่อ']",3
"['สมัคร', 'สหกรณ์', 'ขาย', 'โรง', 'เรียน', 'ติดต่อ']",3
"['สมัคร', 'สหกรณ์', 'ขาย', 'โรง', 'เรียน', 'ติดต่อ']",3
"['สมัคร', 'สหกรณ์', 'ขาย', 'โรง', 'เรียน', 'ทำ']",3
"['ร้าน', 'ขาย', 'เครื่อง', 'โรง', 'เรียน', 'ติดต่อ']",3
"['เช่า', 'แผง', 'ร้าน', 'ขาย', 'เครื่อง', 'โรง', 'เรียน', 'ไหม']",3
"['เช่า', 'พื้นที่', 'โรง', 'เรียน', 'ขาย', 'อุปกรณ์', 'เครื่อง']",3
"['กิจกรรม', 'โรง', 'เรียน', 'ติดต่อ']",3
"['เนส', 'เล่', 'กิจกรรม', 'โรง', 'เรียน', 'ทำ', 'ไหม']",3
"['โรง', 'เรียน', 'กิจกรรม', 'เด็ก', 'เรียน', 'ไหม', 'ใช้จ่าย']",3
"['กิจกรรม', 'โรง', 'เรียน', 'ใช้จ่าย']",3
"['กิจกรรม', 'โรง', 'เรียน', 'ใช้จ่าย']",3
"['กิจกรรม', 'โรง', 'เรียน', 'เงื่อนไข']",3
"['เรียน', 'หยุด', 'เรียน', 'โควิด', 'การเรียนการสอน', '28', 'ธค', '63', '31', 'มค', '64', 'โรง', 'เรียน', 'ดำเนิน', 'คืน', 'เทอม', 'ปกครอง']",4
"['ป1', 'คืน', 'เทอม']",4
"['ep', 'หละ', 'คืน', 'เทอม']",4
"['รร', 'คืน', 'เทอม', 'หรอ']",4
"['ป5', 'eng', 'cpw', 'คืน', 'เทอม']",4
"['สอบถาม', 'เรื่อง', 'คืน', 'เทอม']",4
"['รรจะ', 'คืน', 'อาหาร', 'ไหม']",4
"['อาหาร', 'โรง', 'เรียน', 'คืน', 'อาหาร', 'กลาง', 'น้อง', 'ทาน', 'โรง', 'เรียน', 'ใช้จ่าย', 'คืน', 'เปล่า']",4
"['โรง', 'เรียน', 'คืน', 'อาหาร', 'ไหร่']",4
"['คืน', 'อาหาร', 'กลาง', 'เปล่า']",4
"['ม', '1', 'คืน', 'เทอม', 'หรอ', 'สรุป']",4
"['ep', 'คืน', 'เทอม']",4
"['เตรียม', 'อนุบาล', 'คืน', 'เทอม', 'หรอคะ']",4
"['ป4', 'ปกติ', 'คืน', '500', 'บาท', 'หรอ', 'หัก', 'อาหาร']",4
"['ลด', 'เทอม', 'เหรอ']",4
"['สอบถาม', 'แผนก', 'english', 'program', 'จ่าย', 'เทอม', 'คืน']",4
"['อย่า', 'ลืม', 'คืน', 'สอบ', 'tedet', '300', 'บาท']",4
"['โรงเรียนน่า', 'เคลียร์', 'เรื่อง', 'ตัว', 'เลข', 'สรุป', 'คืน', 'ไหร่', 'คืน']",4
"['ป1', 'คืน', 'เทอม']",4
"['อาหาร', 'กลาง', 'เด็ก', 'คืน']",4
"['ทราบ', 'อาหาร', 'คืน', 'หรอ']",4
"['เรียน', 'ภาษา', 'จีน', 'อนุบาล', 'คืน']",4
"['เตรียม', 'อนุบาล', 'รายการ', 'คืน', 'เทอม', 'หรอ']",4
"['ห้อง', 'เรียน', 'อากาศ', 'อ', '1', 'คืน']",4
"['อาหาร', 'กลาง', 'คืน', 'หรอ']",4
"['คืน', 'เทอม', 'ช่องทาง']",4
"['อนุบาล', 'คืน', 'ไหร่']",4
"['สอบถาม', 'คับ', 'คืน', 'เทอม', 'ช่องทาง', 'หรอ']",4
"['เตรียม', 'อนุบาล', 'คืน', 'หรอคะ']",4
"['ep', 'คืน', 'มัย']",4
"['คืน', 'เงิน', 'ธรรมเนียม', 'อาหาร']",4
"['คืน', 'เงิน', 'อาหาร', 'ไหม', 'โรง', 'เรียน', 'เงิน', 'จำนวน', 'เต็ม']",4
"['อาหาร', 'กลาง', 'เฉลี่ย', 'คืน', 'หรอ', 'รู้', 'เรียน', '100', 'โรง', 'เรียน', 'เปล่า']",4
"['เงิน', 'คืน', 'เรียน', 'พื้นฐาน', 'สรุป', 'โรง', 'เรียน', 'คืน']",4
"['คืน', 'เรียน', 'ซัมเมอร์', 'ไหม']",4
"['สอบถาม', 'คืน', 'ชัมเมอร์ไหม']",4
"['ใบ', 'ทำ', 'เบิกล่ะ', 'จ่าย', 'รรทีเดียว', '17', 'รึเปล่า', 'จ่าย', 'ใบ', 'รวดเดียว']",4
"['ใบ', 'เบิก']",4
"['ทราบ', 'ใบ']",4
"['ใบ', 'เสร๊จ', 'เบิก', 'ทำ', 'คับ']",4
"['เงิน', 'ซัมเมอร์', 'ใบ', 'เงิน', 'คืน']",4
"['ชำระ', 'เทอม', '17', 'พค', 'ไหม', 'ต้องการ', 'ใบ', 'เบิก']",4
"['ใบ', 'เบิก', 'เทอมเทอม', 'ทำ']",4
"['หา', 'ใบ', 'เรียน', 'พื้นฐาน', 'ป', '1', 'เจอ', 'เบิก', 'ไหม']",4
"['ชำระ', 'โมบาย', 'แบงค์กิ้ง', 'ใบ']",4
"['ผ่อน', 'เทอม', 'โรง', 'เรียน', 'ไหม']",4
"['จ่าย', 'รร', 'ไหม', 'เอกสาร', 'ทำ', 'เบิก']",4
"['รบกวน', 'สอบถาม', 'จ่าย', 'โรง', 'เรียน', 'ไหม', 'ต้องการ', 'ใบ', 'เบิก']",4
"['กรณี', 'เบิกค่า', 'เล่าเรียน', 'ติดต่อ', 'ใบ', 'เอกสาร', 'เบิก', 'เงิน', 'เวลา']",4
"['เบิกค่า', 'เล่าเรียน', 'เอกสาร', 'ยื่น']",4
"['ชำระ', 'โรง', 'เรียน', 'ไหม', 'ใบ', 'รร']",4
"['บัตร', 'กสิกร', 'ผ่อน', '3', 'เดือน', 'ธรรมเนียม', 'บัตร', 'ไหม']",4
